k,stage,disk,a0,a1,b
4,44,0,-0.999999,0.00103763,5.98434
4,44,1,-0.944685,0.327979,3.42962
4,44,2,-0.926164,-0.377122,3.10776
5,0,0,-1,-8.29664e-05,5.98136
5,0,1,-0.952495,0.304553,3.38141
5,0,2,-0.93416,-0.356856,3.07941
5,1,0,-1,-7.94514e-05,5.98136
5,1,1,-0.958529,0.284994,3.38015
5,1,2,-0.943019,-0.332738,3.07757
5,2,0,-1,-8.08145e-05,5.98136
5,2,1,-0.95627,0.292487,3.38084
5,2,2,-0.939713,-0.341965,3.07858
5,3,0,-1,-8.26034e-05,5.98136
5,3,1,-0.95315,0.302497,3.38136
5,3,2,-0.935126,-0.354316,3.07934
5,4,0,-1,-8.35675e-05,5.98136
5,4,1,-0.951394,0.307976,3.38144
5,4,2,-0.932532,-0.361086,3.07946
5,5,0,-1,-8.38303e-05,5.98136
5,5,1,-0.950906,0.30948,3.38144
5,5,2,-0.93181,-0.362946,3.07946
5,6,0,-1,-8.37945e-05,5.98136
5,6,1,-0.950973,0.309275,3.38144
5,6,2,-0.931909,-0.362692,3.07946
5,7,0,-1,-8.37105e-05,5.98136
5,7,1,-0.951129,0.308794,3.38144
5,7,2,-0.93214,-0.362098,3.07946
5,8,0,-1,-8.36599e-05,5.98136
5,8,1,-0.951223,0.308504,3.38144
5,8,2,-0.932279,-0.361739,3.07946
5,9,0,-1,-8.36433e-05,5.98136
5,9,1,-0.951254,0.30841,3.38144
5,9,2,-0.932325,-0.361622,3.07946
5,10,0,-1,-8.36431e-05,5.98136
5,10,1,-0.951254,0.308408,3.38144
5,10,2,-0.932325,-0.361621,3.07946
5,11,0,-1,-8.36467e-05,5.98136
5,11,1,-0.951247,0.308429,3.38144
5,11,2,-0.932316,-0.361646,3.07946
5,12,0,-1,-8.36492e-05,5.98136
5,12,1,-0.951243,0.308443,3.38144
5,12,2,-0.932309,-0.361664,3.07946
5,13,0,-1,-8.36502e-05,5.98136
5,13,1,-0.951241,0.308449,3.38144
5,13,2,-0.932306,-0.361671,3.07946
5,14,0,-1,-8.36503e-05,5.98136
5,14,1,-0.951241,0.308449,3.38144
5,14,2,-0.932306,-0.361672,3.07946
5,15,0,-1,-8.36501e-05,5.98136
5,15,1,-0.951241,0.308449,3.38144
5,15,2,-0.932306,-0.361671,3.07946
5,16,0,-1,-8.365e-05,5.98136
5,16,1,-0.951241,0.308448,3.38144
5,16,2,-0.932306,-0.36167,3.07946
5,17,0,-1,-8.365e-05,5.98136
5,17,1,-0.951241,0.308448,3.38144
5,17,2,-0.932306,-0.361669,3.07946
5,18,0,-1,-8.36499e-05,5.98136
5,18,1,-0.951241,0.308447,3.38144
5,18,2,-0.932306,-0.361669,3.07946
5,19,0,-1,-8.365e-05,5.98136
5,19,1,-0.951241,0.308448,3.38144
5,19,2,-0.932306,-0.361669,3.07946
5,20,0,-1,-8.365e-05,5.98136
5,20,1,-0.951241,0.308448,3.38144
5,20,2,-0.932306,-0.361669,3.07946
5,21,0,-1,-8.365e-05,5.98136
5,21,1,-0.951241,0.308448,3.38144
5,21,2,-0.932306,-0.361669,3.07946
5,22,0,-1,-8.365e-05,5.98136
5,22,1,-0.951241,0.308448,3.38144
5,22,2,-0.932306,-0.361669,3.07946
5,23,0,-1,-8.365e-05,5.98136
5,23,1,-0.951241,0.308448,3.38144
5,23,2,-0.932306,-0.361669,3.07946
5,24,0,-1,-8.365e-05,5.98136
5,24,1,-0.951241,0.308448,3.38144
5,24,2,-0.932306,-0.361669,3.07946
5,25,0,-1,-8.365e-05,5.98136
5,25,1,-0.951241,0.308448,3.38144
5,25,2,-0.932306,-0.361669,3.07946
5,26,0,-1,-8.365e-05,5.98136
5,26,1,-0.951241,0.308448,3.38144
5,26,2,-0.932306,-0.361669,3.07946
5,27,0,-1,-8.365e-05,5.98136
5,27,1,-0.951241,0.308448,3.38144
5,27,2,-0.932306,-0.361669,3.07946
5,28,0,-1,-8.365e-05,5.98136
5,28,1,-0.951241,0.308448,3.38144
5,28,2,-0.932306,-0.361669,3.07946
5,29,0,-1,-8.365e-05,5.98136
5,29,1,-0.951241,0.308448,3.38144
5,29,2,-0.932306,-0.361669,3.07946
5,30,0,-1,-8.365e-05,5.98136
5,30,1,-0.951241,0.308448,3.38144
5,30,2,-0.932306,-0.361669,3.07946
5,31,0,-1,-8.365e-05,5.98136
5,31,1,-0.951241,0.308448,3.38144
5,31,2,-0.932306,-0.361669,3.07946
5,32,0,-1,-8.365e-05,5.98136
5,32,1,-0.951241,0.308448,3.38144
5,32,2,-0.932306,-0.361669,3.07946
5,33,0,-1,-8.365e-05,5.98136
5,33,1,-0.951241,0.308448,3.38144
5,33,2,-0.932306,-0.361669,3.07946
5,34,0,-1,-8.365e-05,5.98136
5,34,1,-0.951241,0.308448,3.38144
5,34,2,-0.932306,-0.361669,3.07946
5,35,0,-1,-8.365e-05,5.98136
5,35,1,-0.951241,0.308448,3.38144
5,35,2,-0.932306,-0.361669,3.07946
5,36,0,-1,-8.365e-05,5.98136
5,36,1,-0.951241,0.308448,3.38144
5,36,2,-0.932306,-0.361669,3.07946
5,37,0,-1,-8.365e-05,5.98136
5,37,1,-0.951241,0.308448,3.38144
5,37,2,-0.932306,-0.361669,3.07946
5,38,0,-1,-8.365e-05,5.98136
5,38,1,-0.951241,0.308448,3.38144
5,38,2,-0.932306,-0.361669,3.07946
5,39,0,-1,-8.365e-05,5.98136
5,39,1,-0.951241,0.308448,3.38144
5,39,2,-0.932306,-0.361669,3.07946
5,40,0,-1,-8.365e-05,5.98136
5,40,1,-0.951241,0.308448,3.38144
5,40,2,-0.932306,-0.361669,3.07946
5,41,0,-1,-8.365e-05,5.98136
5,41,1,-0.951241,0.308448,3.38144
5,41,2,-0.932306,-0.361669,3.07946
5,42,0,-1,-8.365e-05,5.98136
5,42,1,-0.951241,0.308448,3.38144
5,42,2,-0.932306,-0.361669,3.07946
5,43,0,-1,-8.365e-05,5.98136
5,43,1,-0.951241,0.308448,3.38144
5,43,2,-0.932306,-0.361669,3.07946
5,44,0,-1,-8.365e-05,5.98136
5,44,1,-0.951241,0.308448,3.38144
5,44,2,-0.932306,-0.361669,3.07946
6,0,0,-0.999999,-0.00113253,5.98006
6,0,1,-0.962497,0.271292,3.34923
6,0,2,-0.95017,-0.311733,3.04549
6,1,0,-0.999999,-0.00115196,5.98006
6,1,1,-0.960436,0.278502,3.34986
6,1,2,-0.947245,-0.320509,3.04639
6,2,0,-0.999999,-0.00117747,5.98006
6,2,1,-0.957587,0.288144,3.35033
6,2,2,-0.943184,-0.332272,3.04706
6,3,0,-0.999999,-0.00119121,5.98006
6,3,1,-0.955982,0.293427,3.3504
6,3,2,-0.940884,-0.338729,3.04717
6,4,0,-0.999999,-0.00119496,5.98006
6,4,1,-0.955535,0.294877,3.3504
6,4,2,-0.940243,-0.340504,3.04717
6,5,0,-0.999999,-0.00119445,5.98006
6,5,1,-0.955596,0.294679,3.3504
6,5,2,-0.940331,-0.340262,3.04717
6,6,0,-0.999999,-0.00119325,5.98006
6,6,1,-0.955739,0.294215,3.3504
6,6,2,-0.940536,-0.339694,3.04717
6,7,0,-0.999999,-0.00119253,5.98006
6,7,1,-0.955825,0.293936,3.3504
6,7,2,-0.940659,-0.339353,3.04717
6,8,0,-0.999999,-0.00119229,5.98006
6,8,1,-0.955853,0.293845,3.3504
6,8,2,-0.9407,-0.339241,3.04717
6,9,0,-0.999999,-0.00119229,5.98006
6,9,1,-0.955854,0.293843,3.3504
6,9,2,-0.9407,-0.339239,3.04717
6,10,0,-0.999999,-0.00119234,5.98006
6,10,1,-0.955848,0.293863,3.3504
6,10,2,-0.940691,-0.339263,3.04717
6,11,0,-0.999999,-0.00119238,5.98006
6,11,1,-0.955843,0.293877,3.3504
6,11,2,-0.940685,-0.339281,3.04717
6,12,0,-0.999999,-0.00119239,5.98006
6,12,1,-0.955842,0.293882,3.3504
6,12,2,-0.940683,-0.339287,3.04717
6,13,0,-0.999999,-0.00119239,5.98006
6,13,1,-0.955841,0.293883,3.3504
6,13,2,-0.940683,-0.339288,3.04717
6,14,0,-0.999999,-0.00119239,5.98006
6,14,1,-0.955842,0.293882,3.3504
6,14,2,-0.940683,-0.339287,3.04717
6,15,0,-0.999999,-0.00119239,5.98006
6,15,1,-0.955842,0.293882,3.3504
6,15,2,-0.940683,-0.339286,3.04717
6,16,0,-0.999999,-0.00119239,5.98006
6,16,1,-0.955842,0.293881,3.3504
6,16,2,-0.940683,-0.339286,3.04717
6,17,0,-0.999999,-0.00119239,5.98006
6,17,1,-0.955842,0.293881,3.3504
6,17,2,-0.940683,-0.339286,3.04717
6,18,0,-0.999999,-0.00119239,5.98006
6,18,1,-0.955842,0.293881,3.3504
6,18,2,-0.940683,-0.339286,3.04717
6,19,0,-0.999999,-0.00119239,5.98006
6,19,1,-0.955842,0.293881,3.3504
6,19,2,-0.940683,-0.339286,3.04717
6,20,0,-0.999999,-0.00119239,5.98006
6,20,1,-0.955842,0.293881,3.3504
6,20,2,-0.940683,-0.339286,3.04717
6,21,0,-0.999999,-0.00119239,5.98006
6,21,1,-0.955842,0.293881,3.3504
6,21,2,-0.940683,-0.339286,3.04717
6,22,0,-0.999999,-0.00119239,5.98006
6,22,1,-0.955842,0.293881,3.3504
6,22,2,-0.940683,-0.339286,3.04717
6,23,0,-0.999999,-0.00119239,5.98006
6,23,1,-0.955842,0.293881,3.3504
6,23,2,-0.940683,-0.339286,3.04717
6,24,0,-0.999999,-0.00119239,5.98006
6,24,1,-0.955842,0.293881,3.3504
6,24,2,-0.940683,-0.339286,3.04717
6,25,0,-0.999999,-0.00119239,5.98006
6,25,1,-0.955842,0.293881,3.3504
6,25,2,-0.940683,-0.339286,3.04717
6,26,0,-0.999999,-0.00119239,5.98006
6,26,1,-0.955842,0.293881,3.3504
6,26,2,-0.940683,-0.339286,3.04717
6,27,0,-0.999999,-0.00119239,5.98006
6,27,1,-0.955842,0.293881,3.3504
6,27,2,-0.940683,-0.339286,3.04717
6,28,0,-0.999999,-0.00119239,5.98006
6,28,1,-0.955842,0.293881,3.3504
6,28,2,-0.940683,-0.339286,3.04717
6,29,0,-0.999999,-0.00119239,5.98006
6,29,1,-0.955842,0.293881,3.3504
6,29,2,-0.940683,-0.339286,3.04717
6,30,0,-0.999999,-0.00119239,5.98006
6,30,1,-0.955842,0.293881,3.3504
6,30,2,-0.940683,-0.339286,3.04717
6,31,0,-0.999999,-0.00119239,5.98006
6,31,1,-0.955842,0.293881,3.3504
6,31,2,-0.940683,-0.339286,3.04717
6,32,0,-0.999999,-0.00119239,5.98006
6,32,1,-0.955842,0.293881,3.3504
6,32,2,-0.940683,-0.339286,3.04717
6,33,0,-0.999999,-0.00119239,5.98006
6,33,1,-0.955842,0.293881,3.3504
6,33,2,-0.940683,-0.339286,3.04717
6,34,0,-0.999999,-0.00119239,5.98006
6,34,1,-0.955842,0.293881,3.3504
6,34,2,-0.940683,-0.339286,3.04717
6,35,0,-0.999999,-0.00119239,5.98006
6,35,1,-0.955842,0.293881,3.3504
6,35,2,-0.940683,-0.339286,3.04717
6,36,0,-0.999999,-0.00119239,5.98006
6,36,1,-0.955842,0.293881,3.3504
6,36,2,-0.940683,-0.339286,3.04717
6,37,0,-0.999999,-0.00119239,5.98006
6,37,1,-0.955842,0.293881,3.3504
6,37,2,-0.940683,-0.339286,3.04717
6,38,0,-0.999999,-0.00119239,5.98006
6,38,1,-0.955842,0.293881,3.3504
6,38,2,-0.940683,-0.339286,3.04717
6,39,0,-0.999999,-0.00119239,5.98006
6,39,1,-0.955842,0.293881,3.3504
6,39,2,-0.940683,-0.339286,3.04717
6,40,0,-0.999999,-0.00119239,5.98006
6,40,1,-0.955842,0.293881,3.3504
6,40,2,-0.940683,-0.339286,3.04717
6,41,0,-0.999999,-0.00119239,5.98006
6,41,1,-0.955842,0.293881,3.3504
6,41,2,-0.940683,-0.339286,3.04717
6,42,0,-0.999999,-0.00119239,5.98006
6,42,1,-0.955842,0.293881,3.3504
6,42,2,-0.940683,-0.339286,3.04717
6,43,0,-0.999999,-0.00119239,5.98006
6,43,1,-0.955842,0.293881,3.3504
6,43,2,-0.940683,-0.339286,3.04717
6,44,0,-0.999999,-0.00119239,5.98006
6,44,1,-0.955842,0.293881,3.3504
6,44,2,-0.940683,-0.339286,3.04717
7,0,0,-0.999998,-0.00204109,5.98054
7,0,1,-0.963164,0.268916,3.33224
7,0,2,-0.955683,-0.294397,3.01251
7,1,0,-0.999998,-0.00208628,5.98054
7,1,1,-0.960497,0.278291,3.33269
7,1,2,-0.952227,-0.305392,3.01308
7,2,0,-0.999998,-0.00211063,5.98054
7,2,1,-0.958993,0.283429,3.33276
7,2,2,-0.950267,-0.311437,3.01317
7,3,0,-0.999998,-0.00211727,5.98054
7,3,1,-0.958575,0.284841,3.33275
7,3,2,-0.94972,-0.313099,3.01317
7,4,0,-0.999998,-0.00211636,5.98054
7,4,1,-0.958632,0.284648,3.33276
7,4,2,-0.949795,-0.312872,3.01317
7,5,0,-0.999998,-0.00211424,5.98054
7,5,1,-0.958766,0.284197,3.33276
7,5,2,-0.94997,-0.31234,3.01317
7,6,0,-0.999998,-0.00211296,5.98054
7,6,1,-0.958847,0.283925,3.33276
7,6,2,-0.950075,-0.31202,3.01317
7,7,0,-0.999998,-0.00211255,5.98054
7,7,1,-0.958873,0.283836,3.33276
7,7,2,-0.95011,-0.311916,3.01317
7,8,0,-0.999998,-0.00211254,5.98054
7,8,1,-0.958873,0.283835,3.33276
7,8,2,-0.95011,-0.311914,3.01317
7,9,0,-0.999998,-0.00211263,5.98054
7,9,1,-0.958868,0.283854,3.33276
7,9,2,-0.950103,-0.311937,3.01317
7,10,0,-0.999998,-0.00211269,5.98054
7,10,1,-0.958863,0.283868,3.33276
7,10,2,-0.950098,-0.311953,3.01317
7,11,0,-0.999998,-0.00211272,5.98054
7,11,1,-0.958862,0.283873,3.33276
7,11,2,-0.950096,-0.311959,3.01317
7,12,0,-0.999998,-0.00211272,5.98054
7,12,1,-0.958862,0.283873,3.33276
7,12,2,-0.950095,-0.31196,3.01317
7,13,0,-0.999998,-0.00211272,5.98054
7,13,1,-0.958862,0.283873,3.33276
7,13,2,-0.950096,-0.311959,3.01317
7,14,0,-0.999998,-0.00211271,5.98054
7,14,1,-0.958862,0.283872,3.33276
7,14,2,-0.950096,-0.311958,3.01317
7,15,0,-0.999998,-0.00211271,5.98054
7,15,1,-0.958862,0.283872,3.33276
7,15,2,-0.950096,-0.311958,3.01317
7,16,0,-0.999998,-0.00211271,5.98054
7,16,1,-0.958862,0.283872,3.33276
7,16,2,-0.950096,-0.311958,3.01317
7,17,0,-0.999998,-0.00211271,5.98054
7,17,1,-0.958862,0.283872,3.33276
7,17,2,-0.950096,-0.311958,3.01317
7,18,0,-0.999998,-0.00211271,5.98054
7,18,1,-0.958862,0.283872,3.33276
7,18,2,-0.950096,-0.311958,3.01317
7,19,0,-0.999998,-0.00211271,5.98054
7,19,1,-0.958862,0.283872,3.33276
7,19,2,-0.950096,-0.311958,3.01317
7,20,0,-0.999998,-0.00211271,5.98054
7,20,1,-0.958862,0.283872,3.33276
7,20,2,-0.950096,-0.311958,3.01317
7,21,0,-0.999998,-0.00211271,5.98054
7,21,1,-0.958862,0.283872,3.33276
7,21,2,-0.950096,-0.311958,3.01317
7,22,0,-0.999998,-0.00211271,5.98054
7,22,1,-0.958862,0.283872,3.33276
7,22,2,-0.950096,-0.311958,3.01317
7,23,0,-0.999998,-0.00211271,5.98054
7,23,1,-0.958862,0.283872,3.33276
7,23,2,-0.950096,-0.311958,3.01317
7,24,0,-0.999998,-0.00211271,5.98054
7,24,1,-0.958862,0.283872,3.33276
7,24,2,-0.950096,-0.311958,3.01317
7,25,0,-0.999998,-0.00211271,5.98054
7,25,1,-0.958862,0.283872,3.33276
7,25,2,-0.950096,-0.311958,3.01317
7,26,0,-0.999998,-0.00211271,5.98054
7,26,1,-0.958862,0.283872,3.33276
7,26,2,-0.950096,-0.311958,3.01317
7,27,0,-0.999998,-0.00211271,5.98054
7,27,1,-0.958862,0.283872,3.33276
7,27,2,-0.950096,-0.311958,3.01317
7,28,0,-0.999998,-0.00211271,5.98054
7,28,1,-0.958862,0.283872,3.33276
7,28,2,-0.950096,-0.311958,3.01317
7,29,0,-0.999998,-0.00211271,5.98054
7,29,1,-0.958862,0.283872,3.33276
7,29,2,-0.950096,-0.311958,3.01317
7,30,0,-0.999998,-0.00211271,5.98054
7,30,1,-0.958862,0.283872,3.33276
7,30,2,-0.950096,-0.311958,3.01317
7,31,0,-0.999998,-0.00211271,5.98054
7,31,1,-0.958862,0.283872,3.33276
7,31,2,-0.950096,-0.311958,3.01317
7,32,0,-0.999998,-0.00211271,5.98054
7,32,1,-0.958862,0.283872,3.33276
7,32,2,-0.950096,-0.311958,3.01317
7,33,0,-0.999998,-0.00211271,5.98054
7,33,1,-0.958862,0.283872,3.33276
7,33,2,-0.950096,-0.311958,3.01317
7,34,0,-0.999998,-0.00211271,5.98054
7,34,1,-0.958862,0.283872,3.33276
7,34,2,-0.950096,-0.311958,3.01317
7,35,0,-0.999998,-0.00211271,5.98054
7,35,1,-0.958862,0.283872,3.33276
7,35,2,-0.950096,-0.311958,3.01317
7,36,0,-0.999998,-0.00211271,5.98054
7,36,1,-0.958862,0.283872,3.33276
7,36,2,-0.950096,-0.311958,3.01317
7,37,0,-0.999998,-0.00211271,5.98054
7,37,1,-0.958862,0.283872,3.33276
7,37,2,-0.950096,-0.311958,3.01317
7,38,0,-0.999998,-0.00211271,5.98054
7,38,1,-0.958862,0.283872,3.33276
7,38,2,-0.950096,-0.311958,3.01317
7,39,0,-0.999998,-0.00211271,5.98054
7,39,1,-0.958862,0.283872,3.33276
7,39,2,-0.950096,-0.311958,3.01317
7,40,0,-0.999998,-0.00211271,5.98054
7,40,1,-0.958862,0.283872,3.33276
7,40,2,-0.950096,-0.311958,3.01317
7,41,0,-0.999998,-0.00211271,5.98054
7,41,1,-0.958862,0.283872,3.33276
7,41,2,-0.950096,-0.311958,3.01317
7,42,0,-0.999998,-0.00211271,5.98054
7,42,1,-0.958862,0.283872,3.33276
7,42,2,-0.950096,-0.311958,3.01317
7,43,0,-0.999998,-0.00211271,5.98054
7,43,1,-0.958862,0.283872,3.33276
7,43,2,-0.950096,-0.311958,3.01317
7,44,0,-0.999998,-0.00211271,5.98054
7,44,1,-0.958862,0.283872,3.33276
7,44,2,-0.950096,-0.311958,3.01317
8,0,0,-0.999996,-0.00266495,5.98276
8,0,1,-0.962862,0.269995,3.32113
8,0,2,-0.960629,-0.277835,2.98112
8,1,0,-0.999996,-0.00269605,5.98276
8,1,1,-0.961442,0.275006,3.3212
8,1,2,-0.958993,-0.283429,2.9812
8,2,0,-0.999996,-0.00270453,5.98276
8,2,1,-0.961048,0.276383,3.3212
8,2,2,-0.958537,-0.284969,2.9812
8,3,0,-0.999996,-0.00270337,5.98276
8,3,1,-0.961102,0.276195,3.3212
8,3,2,-0.958599,-0.284759,2.9812
8,4,0,-0.999996,-0.00270066,5.98276
8,4,1,-0.961228,0.275755,3.3212
8,4,2,-0.958745,-0.284266,2.9812
8,5,0,-0.999996,-0.00269903,5.98276
8,5,1,-0.961304,0.27549,3.3212
8,5,2,-0.958833,-0.28397,2.9812
8,6,0,-0.999996,-0.0026985,5.98276
8,6,1,-0.961329,0.275403,3.3212
8,6,2,-0.958862,-0.283873,2.9812
8,7,0,-0.999996,-0.00269849,5.98276
8,7,1,-0.961329,0.275402,3.3212
8,7,2,-0.958862,-0.283872,2.9812
8,8,0,-0.999996,-0.0026986,5.98276
8,8,1,-0.961324,0.275421,3.3212
8,8,2,-0.958856,-0.283892,2.9812
8,9,0,-0.999996,-0.00269868,5.98276
8,9,1,-0.96132,0.275434,3.3212
8,9,2,-0.958852,-0.283907,2.9812
8,10,0,-0.999996,-0.00269872,5.98276
8,10,1,-0.961319,0.275439,3.3212
8,10,2,-0.95885,-0.283913,2.9812
8,11,0,-0.999996,-0.00269872,5.98276
8,11,1,-0.961318,0.275439,3.3212
8,11,2,-0.95885,-0.283914,2.9812
8,12,0,-0.999996,-0.00269872,5.98276
8,12,1,-0.961319,0.275439,3.3212
8,12,2,-0.95885,-0.283913,2.9812
8,13,0,-0.999996,-0.00269871,5.98276
8,13,1,-0.961319,0.275438,3.3212
8,13,2,-0.95885,-0.283912,2.9812
8,14,0,-0.999996,-0.00269871,5.98276
8,14,1,-0.961319,0.275438,3.3212
8,14,2,-0.95885,-0.283912,2.9812
8,15,0,-0.999996,-0.00269871,5.98276
8,15,1,-0.961319,0.275438,3.3212
8,15,2,-0.95885,-0.283912,2.9812
8,16,0,-0.999996,-0.00269871,5.98276
8,16,1,-0.961319,0.275438,3.3212
8,16,2,-0.95885,-0.283912,2.9812
8,17,0,-0.999996,-0.00269871,5.98276
8,17,1,-0.961319,0.275438,3.3212
8,17,2,-0.95885,-0.283912,2.9812
8,18,0,-0.999996,-0.00269871,5.98276
8,18,1,-0.961319,0.275438,3.3212
8,18,2,-0.95885,-0.283912,2.9812
8,19,0,-0.999996,-0.00269871,5.98276
8,19,1,-0.961319,0.275438,3.3212
8,19,2,-0.95885,-0.283912,2.9812
8,20,0,-0.999996,-0.00269871,5.98276
8,20,1,-0.961319,0.275438,3.3212
8,20,2,-0.95885,-0.283912,2.9812
8,21,0,-0.999996,-0.00269871,5.98276
8,21,1,-0.961319,0.275438,3.3212
8,21,2,-0.95885,-0.283912,2.9812
8,22,0,-0.999996,-0.00269871,5.98276
8,22,1,-0.961319,0.275438,3.3212
8,22,2,-0.95885,-0.283912,2.9812
8,23,0,-0.999996,-0.00269871,5.98276
8,23,1,-0.961319,0.275438,3.3212
8,23,2,-0.95885,-0.283912,2.9812
8,24,0,-0.999996,-0.00269871,5.98276
8,24,1,-0.961319,0.275438,3.3212
8,24,2,-0.95885,-0.283912,2.9812
8,25,0,-0.999996,-0.00269871,5.98276
8,25,1,-0.961319,0.275438,3.3212
8,25,2,-0.95885,-0.283912,2.9812
8,26,0,-0.999996,-0.00269871,5.98276
8,26,1,-0.961319,0.275438,3.3212
8,26,2,-0.95885,-0.283912,2.9812
8,27,0,-0.999996,-0.00269871,5.98276
8,27,1,-0.961319,0.275438,3.3212
8,27,2,-0.95885,-0.283912,2.9812
8,28,0,-0.999996,-0.00269871,5.98276
8,28,1,-0.961319,0.275438,3.3212
8,28,2,-0.95885,-0.283912,2.9812
8,29,0,-0.999996,-0.00269871,5.98276
8,29,1,-0.961319,0.275438,3.3212
8,29,2,-0.95885,-0.283912,2.9812
8,30,0,-0.999996,-0.00269871,5.98276
8,30,1,-0.961319,0.275438,3.3212
8,30,2,-0.95885,-0.283912,2.9812
8,31,0,-0.999996,-0.00269871,5.98276
8,31,1,-0.961319,0.275438,3.3212
8,31,2,-0.95885,-0.283912,2.9812
8,32,0,-0.999996,-0.00269871,5.98276
8,32,1,-0.961319,0.275438,3.3212
8,32,2,-0.95885,-0.283912,2.9812
8,33,0,-0.999996,-0.00269871,5.98276
8,33,1,-0.961319,0.275438,3.3212
8,33,2,-0.95885,-0.283912,2.9812
8,34,0,-0.999996,-0.00269871,5.98276
8,34,1,-0.961319,0.275438,3.3212
8,34,2,-0.95885,-0.283912,2.9812
8,35,0,-0.999996,-0.00269871,5.98276
8,35,1,-0.961319,0.275438,3.3212
8,35,2,-0.95885,-0.283912,2.9812
8,36,0,-0.999996,-0.00269871,5.98276
8,36,1,-0.961319,0.275438,3.3212
8,36,2,-0.95885,-0.283912,2.9812
8,37,0,-0.999996,-0.00269871,5.98276
8,37,1,-0.961319,0.275438,3.3212
8,37,2,-0.95885,-0.283912,2.9812
8,38,0,-0.999996,-0.00269871,5.98276
8,38,1,-0.961319,0.275438,3.3212
8,38,2,-0.95885,-0.283912,2.9812
8,39,0,-0.999996,-0.00269871,5.98276
8,39,1,-0.961319,0.275438,3.3212
8,39,2,-0.95885,-0.283912,2.9812
8,40,0,-0.999996,-0.00269871,5.98276
8,40,1,-0.961319,0.275438,3.3212
8,40,2,-0.95885,-0.283912,2.9812
8,41,0,-0.999996,-0.00269871,5.98276
8,41,1,-0.961319,0.275438,3.3212
8,41,2,-0.95885,-0.283912,2.9812
8,42,0,-0.999996,-0.00269871,5.98276
8,42,1,-0.961319,0.275438,3.3212
8,42,2,-0.95885,-0.283912,2.9812
8,43,0,-0.999996,-0.00269871,5.98276
8,43,1,-0.961319,0.275438,3.3212
8,43,2,-0.95885,-0.283912,2.9812
8,44,0,-0.999996,-0.00269871,5.98276
8,44,1,-0.961319,0.275438,3.3212
8,44,2,-0.95885,-0.283912,2.9812
